n_cpu_moe,status,vram,short_pp_tps,short_pp_tps_sd,short_gen_tps,short_gen_tps_sd,short_ttft_s,short_wall_s,short_n,long_pp_tps,long_pp_tps_sd,long_gen_tps,long_gen_tps_sd,long_ttft_s,long_wall_s,long_n
35,ok,unavailable,26.911905313203455,9.463890654460185,23.045121748636234,3.329653854854817,0.7191434,4.220090117980726,5,147.6013726638127,221.0037442434302,20.581166934021226,0.07600092807751355,0.9436323333333333,20.389343098,3
30,ok,unavailable,25.410710416343985,9.787885999618444,23.01550031922423,2.436030925274068,0.7145706,5.58066183400806,5,154.02209168364595,231.0981321176047,21.08677783363893,0.09049686593063395,0.90358,19.883078200005304,3
20,ok,unavailable,36.0589437020361,13.241767496307686,30.19109974453363,2.755245678870124,0.5125886000000001,3.74820889797993,5,176.7353537717221,258.56699604573623,27.448336133642833,0.23308553206129418,0.7957773333333333,15.380509943002835,3
10,ok,unavailable,46.943691849467804,22.074260592117078,38.48697851131617,0.703899806400762,0.3572038,3.1537526428001,5,198.417447217342,285.5230191139994,37.36608328755202,0.3987729801461969,0.7142503333333334,11.42958215038137,3
0,FAILED,,,,,,,,,,,,,,,
